Website,Description,ScrapedText,Keywords,UserIntentions,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cgbikepedestrian/,Bicycle Routes,"Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, EPA, USDA | Zoom to + – LegendProposedBicyclePaths - newlimax4 Existing Bicycle Paths and Routes Proposed Bicycle Paths and Routes Layers Bike-Share Stations ProposedBicyclePaths - newlimax4 Existing Bicycle Paths and Routes Proposed Bicycle Paths and Routes Basemap gallery Imagery Imagery with Labels Streets Topographic Dark Gray Canvas Light Gray Canvas National Geographic Terrain with Labels Oceans OpenStreetMap Overview map Zoom to Measure ● Area ● Distance ● Location | unit ▼ Measurement Result Details Bicycle Master Plan Share Share this map Share current map extent Map Link Embed Map Size (width/height): 100% x 640px100% x 480px100% x 320px800px x 600px640px x 480px480px x 320px Print Print ▼ Add legend to output Bicycle Master Plan Home My Location",,,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cghistoric/,Historical Resources,"Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, EPA, USDA | Zoom to + – LegendCGNationalMarkers HistoricDistricts Alcazar Avenue Historic District Alhambra Circle Historic District Campina Court Historic District Castile Avenue Historic District Chinese Village Historic District Church of the Little Flower Historic District City Hall Historic District Coral Way Historic District Country Club of Coral Gables Historic District Dutch South African Village Historic Distric Florida Pioneer Village Historic District French City Village Historic District French Normandy Village Historic District Italian Village MacFarlane Homestead Subdivision Historic District Matheson Hammock Park Historic Distric Obispo Avenue Historic District Santa Maria Street Historic District Santiago Street Historic District The French Country Village CityBoundary Layers CGNationalMarkers HistoricDistricts Properties CityBoundary Basemap gallery Imagery Imagery with Labels Streets Topographic Dark Gray Canvas Light Gray Canvas National Geographic Terrain with Labels Oceans OpenStreetMap Overview map Zoom to Measure ● Area ● Distance ● Location | unit ▼ Measurement Result Details This map contains lists and locations for City of Coral Gables Historic Districts and National Markers. There are also layers containing properties within the districts that may designated or eligible for historic designation. Share Share this map Share current map extent Map Link Embed Map Size (width/height): 100% x 640px100% x 480px100% x 320px800px x 600px640px x 480px480px x 320px Print Print ▼ Add legend to output Historic Districts & Properties Home My Location",,,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cgoverlay/,City Services,"Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, EPA, USDA | Zoom to + Zoom In − Zoom Out Loading... 0.6mi Home ArcGIS World Geocoding Service Search Move mouse to get coordinates + – LegendOverlay Feature Overlay Zone 1 Overlay Zone 2 Overlay Zone 3 Overlay Zone 4 City of Coral Gables Overlay Map with Web AppBuilder for ArcGIS Welcome to the City of Coral Gables interactive ""Neighborhood Service Directory Map""- where residents can find appropriate contact information to better suit their needs. Please Left-Click on an Overlay Zone to access public service representative information for the assigned zone(s). * Site Manager * Antonio Silio asilio@coralgables.com (305) 460-5206 Please note emails sent after-hours will be responded to within 1 business day of submission on. Do not show this splash screen again. OK",,,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cgdemographics/,Election Demographics,"Coral Gables Demographics HistoryCity of Coral Gables 2016 General Election 2016 Primary Election 2015 Biennial Election 2014 General Election 2014 Primary Elections 2013 Election 2012 General Elections 2012 Primary Elections 2011 Election 2010 Election 2009 Election 2008 Election City of Coral Gables Coral Gables Demographics History * 2016 General Election * 2016 Primary Election * 2015 Biennial Election * 2014 General Election * 2014 Primary Elections * 2013 Election * 2012 General Elections * 2012 Primary Elections * 2011 Election * 2010 Election * 2009 Election * 2008 Election + 2016 General Election + 2016 Primary Election + 2015 Biennial Election + 2014 General Election + 2014 Primary Elections + 2013 Election + 2012 General Elections + 2012 Primary Elections + 2011 Election + 2010 Election + 2009 Election + 2008 Election 602633635607626614608611613636609644615601612640634604 Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, NGA, EPA, USDA | Zoom to + – Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. 602633635607626614608611613636609644615601612640634604 Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, NGA, EPA, USDA | Zoom to + – Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. 601633604634602635645626611615640609639610608607613636614612605644 Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, NGA, EPA, USDA | Zoom to + – Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. 601633604634602635645626611615640609639610608607613636614612605644 Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, NGA, EPA, USDA | Zoom to + – Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. 601633604634602635645626611615640609639610608607613636614612605644 Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, USGS, METI/NASA, NGA, EPA, USDA | Zoom to + – Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. Description Legend Sorry, the legend is unavailable. Please reload the story. The legend is not available when the device is rotated to portrait mode after the story is loaded. Description Legend Sorry, the legend is unavailable. Please reload the story.",,,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cgtrolley/,Trolley routes and stops,"Map data © OpenStreetMap contributors, CC-BY-SA | Zoom to + – LegendGables Trolley Stops Gables & Metrorail Stop Gables Trolley Route Gables Trolley Grand Ave Loop Coral Gables Trolley Route Home My Location",,,,,,,,,,,,,,,,,,,,,,,
https://cggis.maps.arcgis.com/apps/opsdashboard/index.html#/28cb24c78b3d499f89afe6e889ce88cf,Explore Coral Gables,Storm Surge Damage Assessment: Rescue Recon Evacuation Centers Hospitals & Schools N.I.C.E Centers CG Zones & Roadways / Coastline Gas Stations,,,,,,,,,,,,,,,,,,,,,,,
https://cggisw.coralgables.com/cglocation/,Coral Gables Location,"City of Coral Gables Location Gateway to Latin America and the world. Coral Gables is ideally located just 5 minutes from Miami International Airport, which serves more than 150 destinations, and 15 minutes from PortMiami ""Cruise Capital of the World"" and ""Cargo Gateway of the Americas."" HIDE TITLE List Map SHOW TITLE City of Coral Gables Location Gateway to Latin America and the world. Coral Gables is ideally located just 5 minutes from Miami International Airport, which serves more than 150 destinations, and 15 minutes from PortMiami ""Cruise Capital of the World"" and ""Cargo Gateway of the Americas."" Switch to builder mode Miami-Dade County, Esri, HERE, Garmin, USGS, NGA, EPA, USDA, NPS | Zoom to + – City of Coral Gables + BACK ▼ City of Coral Gables Watch the video to discover Coral Gables dining, shopping, culture, history and much more. ‹ › City of Coral Gables Watch the video to discover Coral Gables dining, shopping, culture, history and much more. City of Coral Gables Watch the video to discover Coral Gables dining, shopping, culture, history and much more. City of Coral Gables Watch the video to discover Coral Gables dining, shopping, culture, history and much more. City of Coral Gables Watch the video to discover Coral Gables dining, shopping, culture, history and much more. ©2014 City of Coral Gables. All Rights Reserved. Website Created by CGGIS. * City of Coral Gables INITIALIZING THE TOUR × × Browse BrowseYouTube Vimeo × Browse * Wait × Facebook Twitter Bitly × | × × An error has occurred",,,,,,,,,,,,,,,,,,,,,,,
https://cggis.maps.arcgis.com/apps/PublicInformation/index.html?appid=1a57adc503bc42158159e091b7dea8df,Waze map,,,,,,,,,,,,,,,,,,,,,,,,
https://storymaps.arcgis.com/stories/610f079a458042448ccce9e7356d4570,Property Story Map,"Property Profiles in Coral Gables Property Profiles in Coral Gables A Story Map presentation for the July 9, 2019 Commission Meeting Mark Hebert July 8, 2019 There are several ways to look at and consider properties in The City Beautiful * As places that have Restrictive Covenants or Encroachments recorded * As locations where large scale development is proposed or under construction * As City properties under lease or agreement with 3rd parties * There are also locations and areas that fall under ordinance or resolution actions like Zoning or Land Use * And, there are places where the City is engaged in Capital Improvement Projects * Remember too, many properties may be designated for Historical purposes Restrictive Covenants Agreements Parcel-based Points with links to documentation managed by Public Works Home Zoom in Zoom out Miami-Dade County, Esri, HERE, Garmin, INCREMENT P, Intermap, USGS, METI/NASA, EPA, USDA Powered by Esri CG Restrictive Covenant Locations Large Scale Development in Coral Gables Parcel-based tabbed maps showing development pipeline managed by the Planning Division of Development Services * Coral Gables Development App Link out to our web application of Development Projects Currently 2 tabs list out projects that are under construction or have Commission approval to move forward A 3rd tab shows all projects Property Management Economic Development managed agreements of City properties Property Management Coral Gables Zoning Map Lot-based information managed by Planning Division of Development Service Coral Gables Parcel Information Capital Improvement Projects Public Works managed construction and maintenance on public properties, lands, and rights-of-way Capital Improvement Projects Historical Resources Homes, properties and districts: designated and eligible for designation. Information and data managed by Historical Resources and Cultural Arts. Historic Districts & Properties Dashboards provide additional ways to consider Property information Energy Consumption by City Facilities Insights North Ponce Historic Analysis Operations Dashboard for ArcGIS Waterway Properties Waterway Districts and Properties Powered by ArcGIS StoryMaps",,,,,,,,,,,,,,,,,,,,,,,
https://broadbandusa.maps.arcgis.com/apps/webappviewer/index.html?id=39dc6d41b49d420e94aef77c441f8af2,Broadband Availability,"Zoom to Loading... Broadband Availability, Digital Equity and COVID-19 App + – ArcGIS World Geocoding Service Search LegendPercent & Number of Households w/ No Internet, County (ACS)Percent of Households with No Internet Access > 25% 14% - national figure < 3% Households with No Internet Access > 200,000 150,000 100,000 50,000 < 20 No Value Confirmed COVID-19 Cases, County Polygon (CDC) Total Cases > 500 < 0 basemap layers This map is intended to help federal, state, and local policymakers visualize broadband availability and population clusters that lack home internet access in the context of the COVID-19 pandemic. To use the map, please use the search box to locate U.S. counties of interest. You may also interact with the map by clicking and zooming. The map leverages data collected by the U.S. Census Bureau , Federal Communications Commission (FCC) , the Centers for Disease Control (CDC) and Johns Hopkins University . Please refer to the source links in the map for details. OK * Skip to Map",,,,,,,,,,,,,,,,,,,,,,,
https://arcg.is/COnHL,Situational Awareness Dashboard,Skip to content Situational Awareness DashboardCity of Coral Gables Traffic Traffic Analytics Weather Public Sentiment City of Coral Gables Situational Awareness Dashboard * Traffic * Traffic Analytics * Weather * Public Sentiment + Traffic + Traffic Analytics + Weather + Public Sentiment Return to content Return to content Return to content Return to content Traffic Next: Traffic Analytics Traffic Analytics Next: Weather Weather Next: Public Sentiment Public Sentiment You have reached the end of the story * 100% / 800px * 100% / 640px * 800px / 600px * 640px / 480px An error has occurred,,,,,,,,,,,,,,,,,,,,,,,
https://qp4p-cggis.hub.arcgis.com/,Community Vision: Quality Places for People,"Skip Navigation * Sign In Explore * Events * Data * Documents * Apps & Maps * Find * Sign In Follow QUALITY PLACES FOR PEOPLE Fulfilling George Merrick's original vision of a high quality of life for Coral Gables The original vision for Coral Gables included quality public places for people, which makes the City Beautiful unique and valuable even today. Quality Places for People in the Original City Plan Coral Gables is a unique city that was designed and developed with a focus on the quality of public places. Early town plans addressed the need for open space, civic space, and a variety of streets. The character of public space was carefully considered, from the width of streets to the creation of unique plazas, parks, and civic structures. Early drawings show certain streets that prioritized transit to link to the established city of Miami. Grand plazas, parks, and other public spaces were scattered throughout the city to provide a high quality of life for all residents throughout the city. ""Coral Gables is, perhaps, the most notable example of a modern city planned and built according to one concept and unified design. Growth and development have meant here only a constant enlargement and progressive expansion of the original ideal."" ~ Coral Gables: its Advantages for good living for healthful recreation for the enjoyment of rest or vacation -- or for profitable business or industry"" Complied for the Chamber of Commerce, Coral Gables, Miami, Florida, 1927 Returning Public Places back to the People Over time, many of the original Coral Gables public spaces that were envisioned to be places for people have diminished with asphalt, high speeds, and other unfriendly traffic-related interventions. Though many of these public spaces have been eroded through the past several decades that have resulted to be less accessible to people, the City of Coral Gables is actively addressing this need to provide quality places for people as was inherent in the original ideals and vision of Merrick’s plan. Quality Places for People Projects The City of Coral Gables Planning and Public Works Departments are currently focusing to work with the community and improve four important areas – Coral Way Plazas, DeSoto Plaza, Biltmore Way, and University of Miami Neighborhood - each unique in scale and community function. Many of these projects have already gathered important ideas and feedback from the community, which is vital in restoring and transforming these places to provide a higher quality of life. Coral Way Plazas (Granada and Columbus) The plazas throughout Coral Gables are significant features of Merrick’s plan and illustrate his original vision for quality places for people. These plazas - designed as circular garden rooms - were originally planned to mark major intersections by incorporating garden walls, gateways, pergolas, and fountains. People and drivers were envisioned to equally enjoy these garden-like spaces that became the character of Coral Gables. However, the Coral Way plazas – specifically at Granada and Columbus – have deteriorated with the widening of asphalt for increased auto speeds and lack of maintained for pedestrian amenities. Continuing to collaborate closely with the neighbors, the City can restore the original balance between pedestrians and drivers to create a quality place for people . More Info DeSoto Plaza & Fountain One of the more significant and recognizable Coral Gables plazas is the DeSoto Plaza, at the intersection of Granada and De Soto Boulevard. This beautiful fountain is part of the series of public places and structures originally planned between the historic Alhambra (Commercial) Entrance, City Hall, and the Biltmore Hotel. Similar to the other original plazas, the DeSoto Plaza was also meant to be a balanced and garden-like space for people walking and driving to equally enjoy. The intersection, however, has changed over time to currently not fulfil Merrick’s original intent of a balanced space for people to share, and is often confusing to navigate through safely. The City will start to collaborate with interested residents to restore this important monument as a quality place for people as originally envisioned. Biltmore Way Original plans of Coral Gables illustrate the careful consideration of street widths, creating a purposeful hierarchy of wide boulevards for circulation that organized a network of smaller neighborhood streets. Merrick had a grand vision for Biltmore Way, as it is a wide boulevard that provides a direct connection between the single-family neighborhoods and downtown Coral Gables. However throughout the last several decades, Biltmore Way has become less of a connection and more of a separation for people who wish to access downtown from their homes. The City is continuing to work with residents to fulfill the original vision that Merrick had for this important connection as a quality place for people. More Info University of Miami Neighborhood The immediate residential community that surrounds the University of Miami is a unique single-family neighborhood with close proximity to the campus’ tropical landscape and quality community programs and events. Merrick placed a great emphasis on higher education as he designed the master plan for Coral Gables and demonstrated this with his donation of 600 acres of land and pledge of $5 million. As the campus has developed and grown through the decades, access around the campus for residents has made these neighborhood streets uncomfortable for people. With funds provided by the University of Miami, the City will continue to work together with neighbors to address current concerns in the area. Contact Getting involved will give you a chance to express your vision for the future of your community. Tell us what you love best about the public spaces in Coral Gables, and help us guide the evolution of these places for people. The City welcomes your feedback and wants to hear from you. Email Us Learn about Master Plans - current and previous - throughout Coral Gables. Visit Our Webpage Sign Up and Follow this initiative Do you have ideas that will continue to improve the public spaces in Coral Gables to become quality public places for people? Sign Up for a community account and follow this initiative to receive updates. We will keep you updated on upcoming community workshops, meetings, or any ways you can get involved. Follow Our Initiative Planning Division Development Services phone : 305-460-5211 email : planning@coralgables.com address : 427 Biltmore Way, Coral Gables, FL 33134 Follow Follow",,,,,,,,,,,,,,,,,,,,,,,
https://cocg-multimodal-transportation-cggis.hub.arcgis.com/,Multimodal Transportation - Citywide Traffic Calming,"Skip Navigation * Sign In Explore * Events * Data * Documents * Apps & Maps * Find * Sign In City of Coral Gables Multimodal Transportation Follow Citywide Traffic Calming The City of Coral Gables is dedicated to improving the accessibility and quality of life of our neighborhoods through safer streets. Our Progress So Far Planning * Began in early 2016 with Multimodal Transportation * Over 150 resident comments logged over last five years * Local residential streets speed limits lowered (30 MPH to 25 MPH) * Interlocal agreement with Miami-Dade County for traffic calming devices * Point system developed to identify areas that qualify Implementation * Began in late 2019 * City divided into five (5) zones (See Zone Map) * Zone 1, Zone 2 and Zone 3 meetings held in 2020 * Zone 4 meeting held early 2021 * Zone 5 meeting date to be scheduled later this year (2021) * Construction tentatively scheduled to begin summer 2021 Traffic Calming Methodology * Resident Input Resident driven approach. * Data Collection & Analysis Data collected at requested locations. * Public Involvement Workshops for each zone. Balloting for each device. * Implementation Design and construction of approved devices. Traffic Calming Measures * Speed Table * Pre-approved by Miami-Dade County * Speed Tables are used to promote slower speeds. * Examples of constructed speed tables can be found on Aragon Ave and Giralda Ave between Segovia Street and Le Jeune Road. * Speed Cushion * Pre-approved by Miami-Dade County * Speed Cushions are used to promote slower speeds, but also allow emergency vehicles to pass their wheels on either side. * Examples of constructed speed cushions can be found on Solano Prado Drive. * Traffic Circle * Pre-approved by Miami-Dade County * Traffic circles help promote slower traffic flow and reduce types of crashes where serious injuries or fatalities occur by approximately 80%. Traffic Calming Zoning * Zone 1 * Zone 2 * Zone 3 * Zone 4 * Zone 5 Data Collection and Analysis * Resident Traffic Calming Requests collected for five (5) years * Over 150 comments had been logged * Interlocal Agreement with Miami-Dade County * Traffic Calming Criteria Point System * Qualification requires a total of ten (10) or more points Public Involvement Zone 1 Public Workshop The public workshop for Zone 1 was held at the Coral Gables Memorial Youth Center on Wednesday, January 22, 2020. At the meeting, the recommended traffic calming devices for Zone 1 devices were presented. The following materials from the meeting can be found by following the links below. * Sign-in Sheet * Presentation * Comment Cards Ballots for the proposed speed tables and speed cushions within Zone 1 were mailed out October 2020. Preliminary designs were included with the ballot. * Sample Ballot * Speed Table Preliminary Designs * Speed Cushion Preliminary Designs * Speed Table Ballots Received * Speed Cushion Ballots Received New requests for traffic calming can be submitted through the link below. Requests will follow the procedure depicted in the flowchart above. Zone 2 Public Workshop The public workshop for Zone 2 was held at the Coral Gables Memorial Youth Center on Monday, March 9, 2020. At the meeting, the recommended traffic calming devices for Zone 2 were presented. The following materials from the meeting can be found by following the links below. * Sign-in Sheet * Presentation * Comment Cards * Video New requests for traffic calming can be submitted through the link below. Requests will follow the procedure depicted in the flowchart above. Zone 3 Public Workshop The public workshop for Zone 3 was held via Zoom on Thursday, November 19, 2020. At the meeting, the recommended traffic calming devices for Zone 3 were presented. The following materials from the meeting can be found by following the links below. * Presentation New requests for traffic calming can be submitted through the link below. Requests will follow the procedure depicted in the flowchart above. Zone 4 Public Workshop The public workshop for Zone 4 was held via Zoom on Tuesday, March 2, 2021. At the meeting, the recommended traffic calming devices for Zone 4 were presented. The following materials from the meeting can be found by following the links below. * Presentation * General Presentation Video Four (4) breakout sessions followed the general presentation. Recordings of these sessions can be found by following the links provided below. * Zone 4A - Bird Road to Blue Road West of Granada Boulevard * Zone 4B - Bird Road to Blue Road East of Granada Boulevard * Zone 4C - Blue Road to US-1 West of Granada Boulevard * Zone 4D - Blue Road to US-1 East of Granada Boulevard (recording still processing) New requests for traffic calming can be submitted through the link below. Requests will follow the procedure depicted in the flowchart above. Zone 4 - Recommended Improvements Zone 5 Public Workshop Meeting Date TBD City in Action Coral Gables Pedestrian and Bicycle Incident Map City Waze Activity Basemap of live Waze activity in and around Coral Gables Explore Coral Gables Trolley Route Coral Gables Trolley Route. Explore List of upcoming events ‹ March 2021 › 1. Sun 2. Mon 3. Tue 4. Wed 5. Thu 6. Fri 7. Sat 1. 28 2. 1 3. 2 4. 3 5. 4 6. 5 7. 6 8. 7 9. 8 10. 9 11. 10 12. 11 13. 12 14. 13 15. 14 16. 15 17. 16 18. 17 19. 18 20. 19 21. 20 22. 21 23. 22 24. 23 25. 24 26. 25 27. 26 28. 27 29. 28 30. 29 31. 30 32. 31 33. 1 34. 2 35. 3 Check back soon! There are no upcoming events. Sign Up and Follow this initiative Sign up to receive updates on our progress. Follow Our Initiative Contact Us Public Works Department 2800 S.W. 72nd Avenue Miami, FL 33155 Email: PWdepartment@coralgables.com Phone: 305-460-5000 Hours of Operation: Monday through Friday: 8:00 am - 4:00 pm Closed holidays and weekends 1. Survey Published Submit a Traffic Calming Request Use this tool to request for traffic calming improvements Make a Request ppier005 | Created: 6/12/2020 Use this tool to request for traffic calming improvements Modified: June 16, 2020 Sharing: Public * URL * URL * URL * URL * Terms of Service * Privacy Policy © Custom Initiative Template. All photos used on this site are from Unsplash. Follow Follow",,,,,,,,,,,,,,,,,,,,,,,
https://flagler-section-community-vision-workshop-1-cggis.hub.arcgis.com/,Flagler Section,"Skip Navigation * Sign In Explore * Initiatives * Events * Data * Documents * Apps & Maps FLAGLER SECTION - Community Vision and Master Plan Implementation Follow THE FLAGLER SECTION One of Coral Gables' great trolley-served neighborhoods, bounded by SW 8th Street and Flagler Street Historical Highlight The Flagler Section was acquired by city-founder, George Merrick, and the Coral Gables Corporation between 1924 and 1925. The new development section was considered one of the most advanced steps Coral Gables had taken. Merrick named the neighborhood area Flagler Street Section because it extended new development north to Flagler Street and expanded the Miami trolley service west on Flagler Street to the planned, but never constructed, entrance at Flagler and Ponce de Leon Boulevard to continue south to Coral Way. The acquisition greatly facilitated the trolley system, locating the trolley tracts where the median on Ponce de Leon Boulevard exists today. The Flagler Section originally restricted the lots fronting on Ponce de Leon Boulevard to multi-family residences. In December of 1939, the Coral Gables City Commission changed the zoning to allow the construction of single-family residences. Some distinctive multi-family buildings were built in the mid-1920's; however, the neighborhood was not built out until the 1940's and 1950's. Community Vision The Flagler Section Community Vision Workshop kicked-off with a Walking Tour to give residents the opportunity to share with the design team what they love about their community and what can continue to be improved in the neighborhood. The workshop continued with a Hands-On Session so that the members of the community can bring their ideas - big and small - to share with the design team, City staff, and their neighbors of how to make the Flagler Section an even better neighborhood for everyone. After conceptual design concepts and options were developed using the ideas and input from the neighborhood, these concepts were discussed with interested residents at a Neighborhood Presentation. All events presented in partnership with Dover, Kohl & Partners. Plan Implementation The City budgeted Preliminary Engineering Services in October 2019 to analyze the possible improvements to streets within the Flagler Section based on the 2019 Community Vision. This Capital Improvement Project started in February 2020 with surveying of the streets and other public rights-of-way in the neighborhood. Street design alternatives and cost estimates are being finalized and will be presented and discussed with the neighborhood in Winter 2020/2021 or once it is safe to conduct in-person community meetings. Follow this project page or contact the Planning Division for any updates. EXISTING CONDITIONS IN THE FLAGLER SECTION Below are a series of interactive maps that include the existing zoning; future land use; historically designated properties; years that buildings were built; and other analysis maps. Coral Gables Parcel Information Center This interactive web application contains useful, public information on each Coral Gables property. Explore Bicycle Master Plan Bicycle Master Plan Explore Flagler Section Historic Information Flagler Section Historic area. Properties north of SW 8th St: Historically Designated, and Parcel categorized by Year Built. Explore Coral Gables Flagler Section Streets Planning division community workshop mini-initiative. Explore VIRTUAL Neighborhood Meeting Wednesday, August 5th, 2020 ZOOM Platform 3pm - 4pm * PowerPoint Presentation * Meeting Recording Neighborhood Presentation Monday, May 13th, 2019 Coral Gables Museum 285 Aragon Avenue 6pm - 8pm * PowerPoint Presentation * Survey * Existing Conditions * Preliminary Draft Plan * Flagler Section Activity Book * Survey Results Evening Hands On Session Thursday, February 21st, 2019 6 pm - 8 pm Coral Gables Museum 285 Aragon Ave * PowerPoint Presentation * Survey * Flagler Section Activity Book * Aerial map * Building footprints map * Zoning map * Future Land Use map * Survey Results * Table Notes After a brief presentation by Victor Dover, residents were able to work along side their neighbors to draw ideas for the Flagler Section. Below are the four work tables and the Synthesis Map, combining all ideas. Table 1 Table 2 Table 3 Table 5 Sythesis Map Morning Walking Tour Saturday, February 16th, 2019 10:00AM - Noon Rotary Centennial Park 592 Ponce de Leon Blvd * Meeting Invitation Poster * Mailed Invitation * Postcard * Walking Tour Worksheet * Tour Route * Aerial Map * Worksheet Results Be involved in steering your Community - Provide input Participating in the workshop will give you a chance to express your vision for the future of your community. Tell us what you love best about the Flagler Section neighborhood, and help us guide the evolution of the neighborhood. The survey intention is to poll community members on outreach strategies and engagement. Take our Survey Neighborhood Events Mark your calendars for some of the activities happening in your neighborhood ‹ March 2021 › 1. Sun 2. Mon 3. Tue 4. Wed 5. Thu 6. Fri 7. Sat 1. 28 2. 1 3. 2 4. 3 5. 4 6. 5 7. 6 8. 7 9. 8 10. 9 11. 10 12. 11 13. 12 14. 13 15. 14 16. 15 17. 16 18. 17 19. 18 20. 19 21. 20 22. 21 23. 22 24. 23 25. 24 26. 25 27. 26 28. 27 29. 28 30. 29 31. 30 32. 31 33. 1 34. 2 35. 3 Check back soon! There are no upcoming events. Stay Informed Select to follow the Flagler Section Community Vision by clicking the button below. You will get updates about new events, surveys, and tools that you can use to help us achieve the Flagler Section neighborhood vision. Follow this Initiative Become a Community Member in the Citizen Initiative Collaboration <h7 class=""lead text-justify""> The Flagler Section Initiative is an online resource and meeting place for residents and concerned citizens of the Flagler Section Community Vision Workshop. The initiative provides the public with access to web maps and calendars; and, provides community members with access to data sets and a platform wherein teams can collaborate to advance the community visions. </h7> Become a Community Member Q. Why become a Community Member? A. Citizens need information. Leaders need input. The Smart City Hub can help make a smart community even smarter, giving context and purpose to data. The Hub helps organize people, processes, and technology to meet the needs of citizens and government. You can click on the 'Sign In' link at the top of this page, or Go to the Smart City Hub page: www.coralgables.com/smartcity At the top of the page click the Sign In link to join the Community Join an Initiative Q. What is an initiative? A. Initiatives help to organize people, processes, and technology to meet the needs of citizens and government. Together we can translate aspirations into initiatives. Initiatives help government and community engage around policy, tackle pressing issues, and bring priorities into focus. Once you are a community member of the Coral Gables Smart City Hub you can follow and participate in Initiatives like the Flagler Section Workshop. This is just our second Smart City Hub initiative. You’ll be prompted to use social media or an organization (ArcGIS) account to join the community. There’s a FAQ at the bottom of the Sign In with more information. On every initiative page there is a section with a button where you can follow that initiative. Clicking the button to Follow Our Initiative will change the button status: Shortly, we will be adding more initiatives as champions and stakeholders step forward to identify common concerns on which the Community and the City can collaborate. An initiative section will be added to this hub page listing Initiatives as they are implemented. So, check back often for more details. Planning Division Development Services phone: 305-460-5211 email: planning@coralgables.com address: 427 Biltmore Way, Coral Gables, FL 33134 Follow Follow",,,,,,,,,,,,,,,,,,,,,,,
https://covid-19-testing-application-cggis.hub.arcgis.com/,City Covid-19 Response application,"Skip Navigation * Sign In Explore * Events * Data * Documents * Apps & Maps * Find * Sign In City of Coral Gables Covid-19 Response Resources * State & County Conditions * The National Picture * Other Regional and Hyper-local Data * Coral Gables Covid-19 Smart City Data * Covid-19 Data Access Direct Links Follow Covid-19 Tracking Application State & County Conditions The latest information from the Department of Health: to view local data select the ""Cases by County"" tab below the map and then select ""Dade"" as county at upper right Source: Florida Department of Health, Division of Disease Control and Health Protection. To view the latest information select the ""Cases by County"" tab below the map; and then select ""Dade"" as the county at upper right. Source: The Florida Agency for Health Care Administration, AHCA . The National Picture Reliable sources for reliable information Source: ESRI CovidPulse trendline Living Atlas web application. Source : The Institute for Health Metrics and Evaluation (IHME), an independent population health research center at University of Washington Medicine. IHME makes the information freely available so policymakers have evidence they need to make informed decisions to allocate resources that best improve population health. Source: John Hopkins University and Medicine and the Centers for Civic Impact Other Regional and Hyper-local Data Local information from local sources Source: GISCorps Covid-19 Testing Sites. Zoom to a location, eg. South Florida to view testing site locations and click on a point to see availability. Additional Covid-19 Data Resources Covid-19 Community Mobility Report Access the Google Covid-19 Community Mobility Reports via the link at left and search on United States and then Florida. You can download a PDF report listing all counties. Coral Gables Covid-19 Smart City Data * IOT Local Sensor Data: Traffic (pedestrian, vehicle, RF/behavioral), Environmental (water & air quality). Source: Coral Gables Smart City Hub public platform. * Smart City Case Study: City of Coral Gables COVID-19 CPS/IOT Data Analysis Covid-19 Data Access Direct Links Coronavirus Disease 2019 (COVID-19) FDOH Covid-19 Response Florida Covid-19 Projections Florida County-specific Essence data Miami Dade Emergency Orders * Home * Catalog * Terms of Service * Privacy Policy * Contact Us © 2020 City of Coral Gables Follow Follow",,,,,,,,,,,,,,,,,,,,,,,
